"text","cmp_code","eu_code"
"Forschung und Innovation sind im wahrsten Sinne des Wortes lebensnotwendig.","411",NA
"Dafür braucht es die richtigen Rahmenbedingungen, auch in sozialrechtlicher Hinsicht.","303",NA
"Entscheidet sich ein Patient nach Beratung mit seinem Arzt für ein nicht erstattungsfähiges Produkt oder Verfahren, muss er den Betrag erstattet bekommen, den die Krankenkasse sonst hätte übernehmen müssen (Festzuschuss-, Mehrkostenregelung).","503",NA
"Ärzte, Krankenhäuser und alle anderen medizinischen Fachkräfte und Einrichtungen, die Tag für Tag die Versorgung der Menschen im Krankheitsfall sicherstellen, haben ein Anrecht darauf, leistungsgerecht und nach transparenten Kriterien vergütet zu werden und nicht in einem bürokratischen Wust zu ersticken.","303",NA
"Überprüfungen und Kontrollen müssen auf das notwendige Maß reduziert werden und dürfen nicht dazu führen, dass die Qualität der Versorgung leidet.","303",NA
"Die Freiberuflichkeit ist nach wie vor ein Garant für eine patientenorientierte, bedarfsgerechte und wohnortnahe Gesundheitsversorgung auf qualitativ hohem Niveau.","704",NA
"Für die Patienten sind darüber hinaus die freie Wahl des Therapeuten und unabhängige Leistungserbringer wesentliche Elemente eines leistungsfähigen Gesundheitssystems.","401",NA
"Sie müssen gemeinsam mit dem Therapeuten ihrer Wahl die notwendige medizinische Behandlung festlegen können.","401",NA
"Verbindliche zentralisierte Vorgaben werden dem nicht gerecht, denn den Norm-Patienten gibt es nicht.","401",NA
"Zur Verbesserung der Versorgung muss weiter an Ansätzen gearbeitet werden, die den Patienten in seiner Ganzheit wahrnehmen und eine nahtlose Behandlung über die verschiedenen Therapeuten und Institutionen hinweg ermöglichen.","303",NA
"Wir wollen die Chancen von PublicPrivate-Partnership-Projekten (also Kooperationen zwischen der öffentlichen Hand und privaten Unternehmen) zur Verbesserung des Gesundheitssystems und der Gesundheitsinfrastruktur nutzen.","401",NA
"Die Chancen der Telematik, auf elektronischem Wege qualifiziert Kontakt zu weiter entfernten Kollegen aufnehmen zu können, sind auch im Hinblick auf eine Sicherstellung der Versorgung in der Fläche zu nutzen.","411",NA
"Dabei müssen hohe Datenschutzstandards die hochsensiblen Daten schützen.","201",NA
"Das gilt insbesondere auch für die elektronische Gesundheitskarte, die so lange nicht eingeführt werden darf, bis solche Standards gewährleistet sind.","201",NA
"Die Bedürfnisse im Umfeld von Gesundheit und Krankheit sind nahezu unendlich.","504",NA
"Wenn diese Leistungen nach Zahlung des Beitrages gewissermaßen kostenfrei zur Verfügung stehen, werden Anreize falsch gesetzt.","303",NA
"Deshalb ist es wichtig, dass der Patient eine Rechnung erhält, die die Kosten der in Anspruch genommenen Leistungen zeigt (Kostenerstattungsprinzip).","303",NA
"Unbürokratisch ausgestaltete Selbstbeteiligungen sind für ein kosten- und gesundheitsbewusstes Verhalten unerlässlich.","303",NA
"Die Praxisgebühr hingegen ist bürokratisch und hat keine dauerhafte Steuerungsfunktion.","303",NA
"Die FDP will stattdessen die Anreize so setzen, dass Leistungen verantwortlich in Anspruch genommen werden.","303",NA
"Ergänzend müssen verständlich aufbereitete Informationen über eine sachgerechte Nutzung des Gesundheitssystems zur Verfügung stehen.","303",NA
"Die Prävention gewinnt immer stärker an Bedeutung.","504",NA
"Besonders die demographische Entwicklung und die Zunahme von Volkskrankheiten, die durch einen gesunden Lebenswandel weitgehend vermeidbar wären, tragen dazu bei.","504",NA
"Wir müssen deutlich machen, dass jeder Mensch die Möglichkeit hat, durch eine gesunde Ernährung, durch Bewegung und die Vermeidung von Risiken dazu beizutragen, möglichst gesund alt zu werden.","504",NA
"Dazu bedarf es einer zielgruppenorientierten, umfassenden Aufklärung.","504",NA
"Gezielt muss denjenigen geholfen werden, für die der Staat eine ganz besondere Verantwortung trägt und für diejenigen, die es nicht oder nur eingeschränkt aus eigener Kraft schaffen, gesund zu leben.","705",NA
"Das betrifft besonders Kinder","706",NA
"und sozial Benachteiligte.","705",NA
"Für diese Aufgabe braucht es eine klare Aufteilung der Aufgaben- und Finanzverantwortung zwischen Bund, Ländern und Kommunen sowie den Krankenkassen und den gesundheitspolitischen Leistungsträgern, den Ärzten, den Zahnärzten oder den Psychotherapeuten.","303",NA
"Die Versorgung mit Leid mindernder Palliativmedizin","504",NA
"sowie die Ausbildung von Ärzten und Pflegekräften in Palliativmedizin und -pflege müssen verbessert werden.","411",NA
"Die neu eingeführte Finanzierung spezialisierter ambulanter Palliativmedizin muss endlich in die Praxis umgesetzt werden.","303",NA
"Daneben ist die palliative Versorgung im Krankenhaus durch eine tagesbasierte Finanzierung abzusichern.","303",NA
"Hospize und ambulante Hospizdienste müssen ausgebaut und mit der Palliativmedizin vernetzt werden.","504",NA
"Denn die meisten Menschen wünschen sich, zu Hause zu sterben.","603",NA
"Die Familie als kleinstes soziales Netz muss auch bei der Betreuung Sterbender gestärkt werden.","603",NA
"Mehr Menschen mit Organversagen können gerettet werden, wenn alle Möglichkeiten ausgeschöpft werden, um im Rahmen der bestehenden Zustimmungslösung den gravierenden Mangel an Organen für Transplantationen zu verringern.","705",NA
"Dazu gehört eine konsequentere Aufklärung und Motivation der Bevölkerung für Organspendeausweise.","705",NA
"Ebenso wichtig ist die Verbesserung der Strukturen in den Krankenhäusern, damit Organe bei Vorliegen der notwendigen Bedingungen auch tatsächlich transplantiert werden.","303",NA
"Zudem sollte die Organ-Lebendspende erleichtert werden.","303",NA
"Die Nachrangigkeit der Lebendspende sollte aus dem Transplantationsgesetz gestrichen und der zulässige Spenderkreis erweitert werden.","303",NA
"Lebendspender sollen gegen eventuelle Risiken umfassend abgesichert und bei einem späteren eigenen Organbedarf auf der Warteliste bevorzugt werden.","503",NA
"Suchtgefahren wirksam bekämpfen",NA,NA
"Das liberale Menschenbild, das auf freier Selbstbestimmung beruht, verlangt Freiheit von Sucht und Abhängigkeit.","504",NA
"Um dies zu erreichen, setzt liberale Drogen- und Suchtpolitik auf die drei Säulen Prävention, Therapie und, wo notwendig, Repression.","504",NA
"Der Suchtmittelkonsum in Deutschland führt zu einer großen Zahl vorzeitiger Sterbefälle, zu erheblichen Krankheitshäufungen, großem persönlichen Leid, sozialen Schäden und hohen Kosten für die Gesellschaft.","705",NA
"Die legalen Suchtmittel Alkohol und Tabak stellen nach wie vor eine große Herausforderung dar, ebenso wie Medikamentenmissbrauch.","705",NA
"Bei den illegalen Drogen ist Cannabis am stärksten verbreitet.","705",NA
"Der regelmäßige Konsum von Cannabis lag bei Jugendlichen und jungen Erwachsenen im letzten Jahr bei 2,3 Prozent.","705",NA
"Die nichtstoffgebundenen Süchte spielen ebenfalls eine nicht unwesentliche Rolle.","705",NA
"Auch von einer zunehmenden Zahl von Online-Spielsüchtigen muss ausgegangen werden.","705",NA
"Die FDP setzt sich für eine Sucht- und Drogenpolitik ein, die Menschen ein selbstbestimmtes, unabhängiges Leben ermöglicht.","705",NA
"Aufgrund der besonderen Schutzbedürftigkeit von Kindern und Jugendlichen muss die Einhaltung der bestehenden Jugendschutzbestimmungen sichergestellt werden.","706",NA
"Oberste Priorität hat für die FDP die Einrichtung flächendeckender Präventionsprogramme.","504",NA
"Prävention muss früh, wenn möglich bereits im Kindesalter, einsetzen, damit Suchtkrankheiten erst gar nicht entstehen.","504",NA
"Gleichzeitig muss bei denen, die bereits begonnen haben, zu konsumieren, ein frühzeitiger Ausstieg gefördert werden.","705",NA
"Bereits bei Jugendlichen finden sich hochriskante Konsummuster exzessiven Trinkens bis zur Alkoholvergiftung.","706",NA
"In den letzten Jahren ist die Zahl der Kinder und Jugendlichen, die mit einer Alkoholintoxikation in Krankenhäuser eingeliefert wurden, deutlich gestiegen.","706",NA
"Diese Entwicklung muss gestoppt werden.","706",NA
"Dabei darf es nicht zu einer Ausweitung der Verbotspolitik kommen.","201",NA
"Notwendig ist eine Präventionsstrategie mit angemessener finanzieller Ausstattung.","504",NA
"Die Wissenschaft hat gezeigt, dass die Kombination von Information und Aufklärung mit strukturellen Maßnahmen erfolgreich ist.","303",NA
"Erwachsene müssen über einen verantwortungsbewussten Umgang mit Suchtmitteln informiert und für ein Vorbildverhalten für Kinder sensibilisiert werden.","504",NA
"Suchtkranken muss frühzeitig und umfassend geholfen werden.","705",NA
"Besonders Kinder aus suchtkranken Familien müssen mit Hilfeangeboten erreicht werden.","706",NA
"Therapieziel ist ein unabhängiges Leben.","705",NA
"Die Substitutionsbehandlung mit Methadon hat sich bewährt.","705",NA
"Für Schwerstabhängige ist eine Substitutionsbehandlung mit Diamorphin erfolgversprechend.","705",NA
"Die FDP setzt sich nach überzeugenden Modellversuchen dafür ein, dass auch diese Substitutionstherapie in die Regelversorgung übernommen wird.","504",NA
"Außerdem setzen sich die Liberalen dafür ein, Cannabis in der medizinischen Verwendung zur Schmerzlinderung zuzulassen.","604",NA
"Pflege menschenwürdig gestalten",NA,NA
"In Würde gepflegt zu werden ist ein Menschenrecht.","504",NA
"Es liegt im Interesse der Pflegebedürftigen und ihrer Angehörigen, dass den Pflegenden wieder mehr Zeit für menschliche Zuwendung und für ihre eigentliche Aufgabe, die Pflege und soziale Betreuung der Pflegebedürftigen, verbleibt, anstatt sich mit der Erfüllung bürokratischer Anforderungen zu beschäftigen.","504",NA
"Dafür müssen die Leistungsanbieter konsequent von bürokratischen Hemmnissen entlastet werden.","303",NA
"Dies ist nur durch einen Paradigmenwechsel möglich, der an die Stelle einer starren Regulierung von Strukturen und Prozessen die Fokussierung auf das Pflegeergebnis setzt.","303",NA
"Leistungsanbieter müssen einen ausreichenden Spielraum haben, um auf die Wünsche der Pflegebedürftigen flexibel reagieren zu können.","401",NA
"Die Pflegeversicherung soll für eine finanzielle Grundausstattung sorgen, nicht aber bis ins Kleinste bestimmen, wie oft ein Pflegebedürftiger Anspruch beispielsweise darauf hat, gekämmt oder gewaschen zu werden.","505",NA
"Pflegebedürftige sollen ihre Pflege nach ihren eigenen Vorstellungen und Bedürfnissen gestalten können.","401",NA
"Dies beinhaltet die Auswahl und Zusammenstellung von Pflegeleistungen.","401",NA
"Wer dies nur eingeschränkt oder gar nicht mehr kann, soll hierbei Hilfe erhalten.","503",NA
"Wo möglich, soll die Leistungsgewährung als Sachleistung durch eine nach Schwere der Pflegebedürftigkeit differenzierte Geldleistung ersetzt werden.","303",NA
"Leistungsanbietern werden so Anreize gesetzt, sich kundenorientiert zu verhalten sowie flexible und nutzerorientierte Angebote zu entwerfen.","401",NA
"Die Pflegebedürftigen und ihre Angehörigen brauchen mehr Transparenz über die existierenden Leistungsangebote, ihren Preis und vor allem ihre Qualität.","303",NA
"Dabei lässt sich die Qualität der Pflege allein durch Kontrollen nicht verbessern.","303",NA
"Vor allem stationäre Pflegeeinrichtungen sollen ein Benchmarking nach bundeseinheitlichen Kriterien durchführen, die sich möglichst nah an der Ergebnisqualität und damit an den Bedürfnissen der Menschen orientieren sollen.","303",NA
"Pflegebedürftige können dann besser eine Einrichtung nach Qualitätsaspekten auswählen.","705",NA
"Über die Veröffentlichung der Prüfberichte des Medizinischen Dienstes der Krankenkassen (MDK), die noch wenig an der Ergebnisqualität der Pflege orientiert sind, lässt sich dieses Ziel nicht erreichen.","303",NA
"Die Stärkung der Selbstbestimmung und Eigenverantwortung der Pflegebedürftigen,","505",NA
"der Abbau von Bürokratie","303",NA
"und eine verbesserte Transparenz über die Qualität der Pflege verändern die Stellung von Pflegebedürftigen und Angehörigen, die sich nicht mehr als Objekte eines weitgehend planwirtschaftlich organisierten Pflegesystems sehen müssen, sondern als Mittelpunkt und auswählende Kunden in einem humanen Pflegemarkt auftreten können.","401",NA
"Die meisten Menschen wollen ihre letzte Lebensphase nicht in einem Pflegeheim zubringen, sondern zu Hause.","705",NA
"Benötigt werden deshalb andere Formen der Versorgung in den Regionen.","504",NA
"Wohngemeinschaften für Demenzkranke sind ein gutes Beispiel, wie den Bedürfnissen der Menschen besser Rechnung getragen werden kann.","705",NA
"Die Finanzierung der Pflegeversicherung muss so umgestellt werden, dass Änderungen im Bevölkerungsaufbau keine Rolle mehr spielen.","303",NA
"Die Pflegeversicherung muss aus der demographischen Falle befreit,","303",NA
"der im bisherigen Umlagesystem für die nächsten Jahrzehnte drohende dauerhafte Anstieg der Beitragssätze verhindert,","303",NA
"eine gute Qualität der Pflege dauerhaft gewährleistet","504",NA
"und eine faire Lastenverteilung zwischen den Generationen erreicht werden.","503",NA
"Dies ist nach Auffassung der FDP nur über einen gleitenden Übergang in ein kapitalgedecktes und prämienfinanziertes System möglich.","303",NA
"Über den Aufbau von eigentumsrechtlich geschützten Altersrückstellungen soll Vorsorge für Zeiten mit höheren Pflegeausgaben getroffen werden.","303",NA
"Über einen steuerfinanzierten sozialen Ausgleich soll eine Überforderung bei einkommensunabhängigen Prämien verhindert werden.","503",NA
"Ein schneller Reformbeginn tut dabei Not.","303",NA
"Aufgrund der demographischen Entwicklung erschwert und verteuert jeder Tag ohne Reform das zu Gunsten der jüngeren Generationen dringend erforderliche Umsteuern in der Pflegeversicherung.","303",NA
"Die erforderlichen Verbesserungen wie eine Dynamisierung der Pflegeleistungen und spezielle Leistungen für Demenzkranke können generationengerecht nur über ein demographiefestes Finanzierungssystem finanziert werden.","303",NA
"Kurzsichtige Beitragserhöhungen im alten Umlagesystem zur Finanzierung neuer Leistungen für aktuell Pflegebedürftige erhöhen die auf nachfolgende Generationen verschobenen Lasten.","303",NA
"Eine ergänzende private Vorsorge für den Pflegefall soll über entsprechende Regelungen im Steuerrecht gefördert werden.","505",NA
"Bei einer Reform der gesetzlichen Pflegeversicherung darf es keinen Rückgriff auf die eigentumsrechtlich geschützten Altersrückstellungen der privaten Pflegepflichtversicherung geben.","401",NA
"Auch ein Finanzausgleich zwischen privater und gesetzlicher Pflegeversicherung kommt nicht in Betracht.","401",NA
"Unfallversicherung weiterentwickeln",NA,NA
"Die FDP setzt sich für mehr Wettbewerb und Kapitaldeckung in der Unfallversicherung ein.","401",NA
"Arbeitsunfälle sollen daher künftig von den Unternehmen bei einem von ihnen frei auszuwählenden, privaten Versicherungsunternehmen versichert werden.","401",NA
"Berufskrankheiten – mit oft langen Latenzzeiten – werden weiterhin von den Berufsgenossenschaften versichert.","504",NA
"Wegeunfälle können, müssen aber nicht mehr vom Arbeitgeber versichert werden.","702",NA
"Der Leistungskatalog der Unfallversicherung muss gerechter und zielgenauer gestaltet werden.","303",NA
"Im Leistungsrecht sollen Gesundheits- und Erwerbsminderungsschaden klarer getrennt und konkreter als heute berechnet werden, um wirklich schwer Verletzten einen besseren Ausgleich als heute zukommen zu lassen.","705",NA
"Unnötiger bürokratischer Aufwand, wie er durch das neu eingeführte Meldeverfahren in der Unfallversicherung erzeugt wurde, soll beseitigt werden.","303",NA
"Soziale Dienstleistungen marktwirtschaftlich gestalten",NA,NA
"Aus liberaler Sicht können auch soziale Dienstleistungen am besten im Wettbewerb auf einem Markt erbracht werden.","401",NA
"Das senkt die Kosten und hebt die Qualität.","401",NA
"Der Sozialmarkt ist heute aber nur scheinbar ein Markt.","401",NA
"Die Nachfrager im Sozialmarkt werden staatlicherseits mehr als Leistungsempfänger denn als Kunden gesehen.","401",NA
"Das in vielen Bereichen noch vorherrschende Sachleistungsprinzip bewirkt ein vereinheitlichtes Standardangebot.","401",NA
"Gleichzeitig verhindern es die bestehenden Anreizstrukturen oft, dass der Kunde zum Kontrolleur der Qualität wird.","401",NA
"Stattdessen springt der Staat als Qualitätskontrolleur ein.","401",NA
"Die Anbieter leiden unter einer extremen staatlichen Regulierung.","401",NA
"Durch Vorgaben des Gesetzgebers wird nicht nur die Finanzierung der Leistungen geregelt, sondern auch in den unternehmerischen Weg ihrer Bereitstellung eingegriffen.","401",NA
"Die von der FDP geforderte Aussetzung der Wehrpflicht bedeutet auch das Aus für den Zivildienst.","303",NA
"Das Niveau der sozialen Leistungen, die Zivildienstleistende erbringen, soll nach dem Willen der FDP aufrechterhalten werden.","503",NA
"Deshalb ist es notwendig, die Strukturen der Sozialdienste bereits heute an die Zeit ohne Zivildienst anzupassen.","303",NA
"Sowohl die Dauer von Wehr- und Zivildienst als auch die Zahl der Einberufungen ging im letzten Jahrzehnt kontinuierlich zurück.","303",NA
"Damit sank die Zahl verfügbarer Arbeitsstunden der Zivildienstleistenden bereits erheblich, so dass bereits heute Handlungsbedarf besteht.","303",NA
"Die FDP will deshalb vorhandene Potentiale für ehrenamtliches Engagement besser erschließen und zum Beispiel mehr Plätze bei den Jugendfreiwilligendiensten (FSJ) schaffen.","606",NA
"Dort liegt bereits heute die Nachfrage nach diesen Plätzen weit über dem verfügbaren Angebot.","606",NA
"Gleichzeitig müssen mehr reguläre Arbeitsverhältnisse bei den heutigen Einsatzstellen von Zivildienstleistenden eingerichtet werden.","503",NA
"Hierfür will die FDP für einen begrenzten Zeitraum Zuschüsse aus dem Bundeshaushalt gewähren, das heißt, die Haushaltsmittel für den Zivildienst sollen für gezielte Beschäftigungsförderung im Sozialbereich","408",NA
"und zum Ausbau des bürgerschaftlichen Engagements umgewidmet werden.","606",NA
"Die staatliche Finanzierung für soziale Dienstleistungen ist so zu organisieren, dass der Kunde und nicht eine Behörde entscheidet, welche Leistungen für ihn gut sind.","401",NA
"Wo immer möglich, sollte die Subventionsfinanzierung von Einrichtungen durch Gutscheinfinanzierung oder Geldleistungen an die zu Unterstützenden abgelöst werden.","401",NA
"Subjekt- vor Objektfinanzierung muss Leitlinie sein.","401",NA
"Wo dies nicht möglich ist, sind Ausschreibungslösungen zu prüfen.","401",NA
"Chancen des Tourismus nutzen",NA,NA
"Die Rahmenbedingungen im Tourismussektor müssen verbessert werden.","408",NA
"Er ist eine der wichtigsten Dienstleistungs- und Wachstumsbranchen in Deutschland.","408",NA
"Die kleinen Familienbetriebe und mittelständische touristische Unternehmen müssen von der überbordenden Bürokratie entlastet werden.","403",NA
"Für die heimischen Gastronomen und Hoteliers haben die Wettbewerbsverzerrungen durch die Mehrwertsteuererhöhung in Verbindung mit der unterschiedlichen Anwendung der verringerten Mehrwertsteuersätze in Europa weiter zugenommen.","402",NA
"Zur Herstellung von fairem Wettbewerb müssen auch in Deutschland reduzierte Mehrwertsteuersätze für Hotellerie und Gastronomie eingeführt werden.","402",NA
"Auch zukünftig dürfen keine Steuern auf Trinkgeld erhoben werden.","402",NA
"Eine Entlastung der Hotellerie bei den Rundfunkgebühren und der Kabelweiterleitung ist überfällig.","402",NA
"Die FDP setzt sich für die Verbesserung des touristischen Angebots für Menschen mit Behinderungen ein, um ihre gesellschaftliche Integration sicherzustellen und ihnen insbesondere auch im Freizeit- und Gesundheitsbereich die Möglichkeiten zu eröffnen, die ihrer besonderen Situation entsprechen.","705",NA
"Die Berücksichtigung der Belange von Menschen mit Behinderung im Bau- und Verkehrswesen – möglichst wenig Schwellen und Kontrastoptimierung für Sehbehinderte – hilft nicht nur den Menschen mit Behinderung,","705",NA
"sondern erleichtert das Schieben des Kinderwagens","603",NA
"und hilft gerade auch den Älteren.","706",NA
"Angesichts des demographischen Wandels gewinnt Barrierefreiheit eine immer größere Bedeutung für den Tourismussektor.","706",NA
"Maritime Wirtschaft als nationale Aufgabe",NA,NA
"Mit einer Nutzung der wirtschaftlichen Potenziale der Küstengebiete kann Deutschland verstärkt zum Gewinner der Globalisierung werden.","410",NA
"Die Stärkung der maritimen Wirtschaft stellt deshalb eine nationale Aufgabe dar.","402",NA
"Dazu sind bundesweite Anstrengungen erforderlich, um optimale Voraussetzungen für die maritime Wirtschaft in Deutschland zu schaffen","402",NA
"und positive gesamtwirtschaftliche Effekte für das ganze Bundesgebiet zu erreichen.","408",NA
"Für eine unternehmerische Land- und Forstwirtschaft",NA,NA
"Die FDP will die Rahmenbedingungen für landwirtschaftliche Betriebe verbessern.","703",NA
"Sie müssen den wesentlichen Teil ihres Einkommens am Markt erwirtschaften können.","703",NA
"Landwirtschaftliche Betriebe sind kapitalintensiv.","703",NA
"Sie brauchen daher Planungssicherheit und Verlässlichkeit.","703",NA
"Die Entkoppelung der Direktzahlungen von der Produktion folgte der FDP-Forderung nach einer stärkeren Orientierung an den Prinzipien der Sozialen Marktwirtschaft und der Nachhaltigkeit.","403",NA
"Heute erhält der Landwirt einen Ausgleich für die in der EU geltenden höheren Standards im Umwelt- und Tierschutz.","703",NA
"Diese Zahlungen der EU müssen bis 2013 stabil sein.","703","108"
"Die marktwirtschaftliche Umorientierung der Gemeinsamen Agrarpolitik der EU entspricht der von der FDP entwickelten und bereits 2001 verabschiedeten Kulturlandschaftsprämie.","703","108"
"Damit haben unternehmerische Landwirte die Chance, sich stärker von staatlicher Bevormundung zu lösen und einen größer werdenden Anteil ihres Einkommens am Markt zu erwirtschaften.","703",NA
"Liberale treten für marktwirtschaftliche und faire Wettbewerbsbedingungen ein.","403",NA
"Auf dem EU-Binnenmarkt führen nationale Sonderwege dazu, die eigene landwirtschaftliche Produktion in die Nachbarländer zu vertreiben.","108",NA
"Deswegen sollen nach den Vorstellungen der FDP Regelungen der EU 1:1 in nationales Recht umgesetzt","703",NA
"und ungleiche Steuerlasten wie die Besteuerung des Agrardiesels auf EU-Ebene vereinheitlicht werden.","108",NA
"Die Bürokratielasten müssen gemindert werden.","703",NA
"Die Regelungen für die Beschäftigung von Saisonarbeitern müssen im Interesse von Obst-, Gemüse- und Weinbauern vereinfacht werden.","703",NA
"Landwirte stehen bei der Vermarktung ihrer Produkte der Übermacht der Konzerne des Lebensmitteleinzelhandels gegenüber.","703",NA
"Sie brauchen faire Chancen.","703",NA
"Molkereien müssen die Möglichkeit erhalten, ihre Produkte gemeinsam zu vermarkten, um auf Augenhöhe mit den Konzernen Preise aushandeln zu können.","703",NA
"Nur so kann die schwierige Situation der Milchbauern gemildert werden.","703",NA
"Darüber hinaus will die FDP der Landwirtschaft durch politische Vereinbarungen mit anderen Ländern weitere Exportmärkte öffnen.","703",NA
"Die FDP unterstützt den Beschluss zum Auslaufen der Milchquote zum 31. Mai 2015.","401",NA
"Die Quote hat das Höfesterben nicht aufgehalten.","703",NA
"Für eine nachhaltige und effiziente Landwirtschaft bedarf es intensiverer Agrarforschung.","411",NA
"Bis 2050 wird ein Wachstum der Weltbevölkerung auf neun Milliarden Menschen erwartet.","411",NA
"Nur eine innovative und effiziente Land-, Forst- und Ernährungswirtschaft kann diese sicher und qualitativ hochwertig ernähren.","703",NA
"Produktivität und Effizienz dienen der Ernährungssicherung und gleichzeitig dem Umwelt-, Klima- und Verbraucherschutz.","411",NA
"Eine zweite grüne Revolution auf dem Acker ist notwendig, um die wachsende Weltbevölkerung zu ernähren und gleichzeitig nachwachsende Rohstoffe für die rohstoffliche und energetische Nutzung zu produzieren.","411",NA
"Die Weiterentwicklung der Pflanzenzüchtung und der Züchtung transgener Sorten ist für die Sicherung der Welternährung ebenso wichtig","411",NA
"wie die Minderung des Einsatzes von Pflanzenschutzmitteln.","501",NA
"Auch die Züchtung schädlings-, salz- und trockenheitsresistenter Sorten sowie von Pflanzen für die rohstoffliche Verwertung muss gefördert werden.","411",NA
"Der gesetzliche Rahmen muss diesen Anforderungen angepasst,","411",NA
"die vorhandenen gesellschaftlichen Vorbehalte müssen im Dialog abgebaut werden.","411",NA
"Zur Steigerung der Produktivität wollen Liberale den technischen Fortschritt nutzen.","411",NA
"Dazu zählen moderne Landtechnik, wassersparende Bewässerungssysteme und Betriebsmittel wie Dünge- und Pflanzenschutzmittel.","411",NA
"Damit sich technischer Fortschritt möglichst schnell entwickelt und in der Praxis genutzt werden kann, ist die weltweite Stärkung der Agrarforschung eine wichtige Voraussetzung.","411",NA
"Der Klimawandel führt zur Ausbreitung bisher unbekannter Schadorganismen (Blauzungenkrankheit, Maiswurzelbohrer).","411",NA
"Die Agrarforschung muss darauf vorbereitet sein und rechtzeitig Bekämpfungsstrategien entwickeln.","411",NA
"Die FDP tritt für eine effiziente und nachhaltige „High-Tech-Landwirtschaft“ ein.","411",NA
"Sie sichert Wertschöpfung im ländlichen Raum und im Bereich der Land- und Ernährungswirtschaft mehr als vier Millionen Arbeitsplätze.","703",NA
"Sie ist Impulsgeber für technologische Entwicklungen im Maschinenbau und sichert dadurch Exportmärkte und Arbeitsplätze.","703",NA
"Deutschland ist ein landwirtschaftlicher Gunststandort: Böden, Klima und Infrastruktur sind gut und die hervorragend ausgebildeten Landwirte in Deutschland sind Weltspitze.","703",NA
"Deutschland ist ein waldreiches Land und hat in Europa die größten Holzvorräte.","703",NA
"Eine Förderung der Jagd- und Waldwirtschaft ist daher unerlässlich.","703",NA
"Holz ist unser wichtigster nachwachsender Rohstoff.","703",NA
"Seine Nutzung als Bauholz und für die Herstellung von Möbeln und Zellstoff, die Erzeugung von Strom und Wärme aus Rest- und Durchforstungsholz ist ein wichtiger Beitrag zum Klimaschutz","501",NA
"und stärkt gleichzeitig die regionale Wirtschaft.","408",NA
"Die Einkommen der Landwirte aus ihrem Waldbesitz tragen zur Sicherung der Existenz der landwirtschaftlichen Betriebe bei.","703",NA
"Sie stärken den ländlichen Raum.","408",NA
"Gleichzeitig haben die Wälder eine große Bedeutung für die Naherholung und den Tourismus.","408",NA
"In unserem Waldland ist für den Erhalt der Biodiversität die nachhaltige Bewirtschaftung der Wälder eine wichtige Voraussetzung.","501",NA
"Liberale treten für bessere Rahmenbedingungen besonders für die privaten Waldbesitzer ein, um die bestehenden Holzreserven in heimischen Wäldern besser auszunutzen.","401",NA
"Die Rahmenbedingungen für Forstbetriebsgemeinschaften müssen verbessert,","703",NA
"Anreize zum Bauen mit Holz geschaffen werden.","408",NA
"Dank eines funktionierenden Jagdsystems, bei dem die Hauptverantwortung für die Wildbewirtschaftung in die Hände der Jäger und Grundeigentümer gelegt ist, ist Deutschland im Vergleich zu anderen Industrienationen ein wildreiches Land.","703",NA
"Die Jagdgesetzgebung des Bundes und der Länder gewährleistet den Schutz des Wildes und eine sachgerechte Ausübung der Jagd.","703",NA
"Die Jäger sind der Garant für artenreiche und vitale Bestände wildlebender Tiere.","703",NA
"Sie sorgen für eine sinnvolle Hege und Pflege sowie Nutzung von Wildtieren und ihrer Produkte sowie für die Verhinderung von Wildschäden, die den Belangen von Naturschutz","501",NA
"und Land-und Forstwirtschaft zuwiderlaufen.","703",NA
"Die FDP ist gegen eine Unterordnung des Jagdrechts unter das Naturschutzrecht.","703",NA
"3. Mehr Bürgerfreiheit durch mehr Vertrauen, Zusammenhalt und Toleranz",NA,NA
"Die FDP ist die Partei der Grundrechte und des Rechtsstaats.","201",NA
"Sie verteidigt die Freiheitsrechte der Bürger gegen staatliche Bevormundung und gesellschaftliche Einschränkungen.","201",NA
"Freiheit braucht Engagement","201",NA
"und muss vor einem regelungswütigen Staat geschützt werden.","201",NA
"Freiheit braucht Vertrauen.","201",NA
"Vertrauen in eine Gesetzgebung, die den Bürgern nicht mit generellem Misstrauen begegnet und alle unter Generalverdacht stellt.","201",NA
"Freiheit braucht Respekt und Toleranz.","201",NA
"Respekt vor der Entscheidung, wie man sein Leben lebt.","604",NA
"Toleranz zwischen Minderheiten und Mehrheiten.","503",NA
"Freiheit braucht Privatheit.","201",NA
"Privatheit und Schutz der Intimsphäre gehören zu den Grundfesten eines menschlichen Miteinanders.","201",NA
"Eine menschliche Gesellschaft braucht auch Türen, die für den Staat verschlossen bleiben.","201",NA
"Freiheit besteht nicht nur, wenn bis zur Grenze des Gesetzes individuelle Freiheit gewährt wird.","201",NA
"Die Verfassung selbst muss Freiheit schaffen, bilden, hüten, verteidigen und lehren.","203",NA
"Der Zweck der Verfassung ist gerade auch Schutz der Freiheit.","201",NA
"Die FDP nimmt die Wertentscheidungen des Grundgesetzes ernst.","203",NA
"Sie sind ein zentraler Maßstab liberalen Handelns.","203",NA
"In der liberalen Bürgergesellschaft darf kein Zweifel an der Durchsetzung des Rechts bestehen.","605",NA
