"text","cmp_code","eu_code"
"· Lebensmittelkennzeichnung.","403",NA
"Bei einer Lebensmittelkennzeichnung ist entscheidend, dass die Nährwertangaben der Lebensmittel schnell und unkompliziert erkennbar sind, damit die Verbraucherinnen und Verbraucher die Produkte vergleichen und eine bewusste Kaufentscheidung treffen können.","403",NA
"Eine Ampelkennzeichnung ist auch eine wichtige Maßnahme vorsorgender Gesundheitspolitik.","403",NA
"2. Deutschland als Pionier für nachhaltige Energiepolitik und Mobilität",NA,NA
"Wir stehen zu Beginn des 21. Jahrhunderts vor einer doppelten strukturellen Herausforderung: Einerseits die weltweite Finanzkrise, deren Ende und Auswirkungen für die Realwirtschaft noch lange nicht absehbar sind.","408",NA
"Andererseits die Klima- und Umweltkrise, deren Bewältigung nicht weniger dringlich ist.","501",NA
"Beide Krisen dürfen nicht gegeneinander ausgespielt werden.","404",NA
"Vielmehr müssen Politik und Gesellschaft eine umfassende und nachhaltige Erneuerung leisten.","404",NA
"Wir brauchen als Antwort auf diese Krisen ein klares politisches Konzept, das neue Felder realer, zukunftsorientierter Wertschöpfung erschließt.","411",NA
"Im Zentrum unserer modernen und nachhaltigen Wirtschaftspolitik stehen Arbeit,","408",NA
"Umwelt","501",NA
"und Innovation.","411",NA
"Wachsende Bevölkerungszahlen und schnell zunehmende Industrialisierung weltweit führen zu einer weiter drastisch wachsenden Nachfrage nach Rohstoffen.","408",NA
"Daraus entsteht eine doppelte Herausforderung: Eine ökologische und eine ökonomische.","501",NA
"Wie halten wir die Wettbewerbsfähigkeit unserer Wirtschaft","408",NA
"und wie machen wir sie unabhängiger von Rohstoffen, die nur begrenzt auf der Erde verfügbar sind und deren Preise steigen werden?","408",NA
"Wie verhindern wir die Zerstörung der natürlichen Lebensgrundlagen durch die mit der Industrialisierung verbundene Übernutzung unserer Umwelt?","501",NA
"Die Antwort der SPD ist der bewusste Wandel zu einer nachhaltigen Wirtschaft.","416",NA
"Um den Wandel zu gestalten, brauchen wir eine neue Fortschrittsidee.","411",NA
"Umweltpolitik wird heute nicht mehr alleine unter dem Schutzaspekt geführt.","501",NA
"Sie ist zugleich Motor für Innovation und wirtschaftliche Erfolge.","411",NA
"Dies ist unter anderem ein Erfolg unserer Politik.","305",NA
"Wir haben Arbeit und Umwelt nie als Gegensätze gesehen, sondern immer als zwei Seiten einer Medaille.","305",NA
"Die Einführung von Umweltstandards, die Förderung neuer Formen der Energieerzeugung, aber auch der Ausstieg aus der Kernenergie waren Bestandteile einer Strategie der Erneuerung Deutschlands und des Schutzes unserer Umwelt.","501",NA
"Unsere ambitionierte Klimaschutzpolitik führt bis zum Jahr 2020 im Saldo aller gesamtwirtschaftlichen Effekte zu 500.000 zusätzlichen Jobs.","501",NA
"Bis 2030 können es sogar 800.000 Stellen sein.","408",NA
"Diese Potenziale wollen wir nutzen.","408",NA
"Unser Konzept ist das der ökologischen Industriepolitik.","411",NA
"Sie macht die deutsche Wirtschaft unabhängiger von den Preisentwicklungen an den Rohstoffmärkten.","411",NA
"Sie stärkt strategische Zukunftsindustrien","411",NA
"und bereitet die deutsche Wirtschaft auf die Leitmärkte der Zukunft wie Energie, Ressourceneffizienz und Mobilität vor.","411",NA
"Sie fördert Innovationen, initiiert Technologiesprünge und sorgt dafür, dass Technologien schneller zur Anwendung und auf den Markt kommen.","411",NA
"Ökologische Industriepolitik stellt die industrielle Struktur unserer Ökonomie auf die knapper werdenden Ressourcen ein und stellt die stoffliche Basis unserer Industrie in wichtigen Bereichen zunehmend auf nachhaltige Technologien und nachwachsende Rohstoffe um.","411",NA
"So können neues Wachstum, neue Wertschöpfung, neue Produkte und neue Beschäftigung entstehen.","410",NA
"Was wir wollen: Leitprojekt ,,Weg vom Öl'' · Weg vom Öl.",NA,NA
"Wir verbinden Ökonomie und Ökologie zu einem schlüssigen Konzept des Umbaus unserer Industriegesellschaft.","404",NA
"In einem zentralen Leitprojekt ,,Weg vom Öl'' bringen wir dies zum Ausdruck.","408",NA
"Deutschland soll im Bereich der Energie mittelfristig unabhängig von Ölimporten werden.","408",NA
"· Ausbau Erneuerbare Energien.","501",NA
"Wir werden den Ausbau der erneuerbaren Energien konsequent fortsetzen.","501",NA
"Im Jahre 2020 wollen wir mindestens 35 Prozent der Stromerzeugung auf erneuerbare Energien umgestellt haben, 2030 soll der Anteil schon bei 50 Prozent liegen.","501",NA
"Das international vereinbarte Ziel, die CO2 Emissionen in Industriestaaten bis 2050 gegenüber 1990 um 80 95 Prozent zu reduzieren, ist nur erreichbar, wenn: wir jetzt in die Modernisierung unserer Kohle- und Gaskraftwerke investieren, um weniger CO2 zu emittieren;","501",NA
"wir die Emissionsbudgets im Rahmen der EU und der internationalen Vereinbarungen weiter absenken;","501","108"
"der Anteil erneuerbarer Energien über das Jahr 2030 hinaus weiter ansteigt","501",NA
"und der jetzt bereits geltende Vorrang der Einspeisung ins Netz erhalten bleibt.","501",NA
"· Das Zukunftsauto Made in Germany.","411",NA
"Deutschlands wirtschaftliche Stärke wird nicht zuletzt durch die Ingenieurskunst im Automobilbau begründet.","411",NA
"Das Auto der Zukunft wird der Tatsache knapper werdenden Öls Rechnung tragen müssen.","411",NA
"Wir wollen, dass es in Deutschland entwickelt wird und flächendeckend zum Einsatz kommt.","411",NA
"Klimaschutz voranbringen - Der Energiemix der Zukunft: Sauber, sicher und bezahlbar",NA,NA
"· Reduzierung der Treibhausgasemissionen.","501",NA
"Unser Ziel ist, die Treibhausgas- emissionen in Deutschland bis zum Jahr 2020 gegenüber 1990 um mindestens 40 Prozent zu senken.","501",NA
"· Klimaschutzfonds.","501",NA
"Wir werden einen speziellen Klimaschutz-Innovationsfonds etablieren, der umfassend Risikokapital für innovative Klimaschutztechnologien zur Verfügung stellt.","411",NA
"· Energiesparoffensive.","501",NA
"Die wichtigste Energie im Energiemix der Zukunft ist diejenige, die nicht verbraucht wird.","501",NA
"Wir brauchen eine Energiesparoffensive.","501",NA
"Wir werden ein Hocheffizienz-Gesetz einführen, mit dem Ziel, 11 Prozent des jetzigen Strombedarfs bis 2020 einzusparen.","501",NA
"Wir werden die Anforderungen der Energieeinsparverordnung für Neubauten um 30 Prozent anheben","501",NA
"und wir werden den bedarfsorientierten Energiebedarfsausweis für alle Gebäude verpflichtend einführen.","501",NA
"Wir werden die Sanierungsrate von Gebäuden auf 2 - 3 Prozent pro Jahr erhöhen und dazu die Zuschüsse aus dem CO2-Gebäudesanierungsprogramm auf jährlich 2 Mrd. Euro aufstocken.","501",NA
"Wir werden die Energiesteuerprivilegien für das produzierende Gewerbe an die Einführung von Energiemanagementsystemen knüpfen.","501",NA
"· Top Runner fördern.","403",NA
"Grundlage für die Umsetzung einer ökologischen Verbraucherpolitik ist die Festlegung von Kriterien für umweltfreundliche Produkte und Dienstleistungen.","403",NA
"Es müssen die ,,Top Runner'', also die besten am Markt verfügbaren Produkte, ermittelt werden.","403",NA
"Die so entwickelten Benchmarks bilden die Grundlage für den Einsatz der verbraucherpolitischen Instrumente.","403",NA
"· Energieberatung.","403",NA
"Wir werden angesichts vieler bislang ungenutzter Energiespar- oder Effizienzmaßnahmen die Energieberatung für die Verbraucherinnen und Verbraucher vorantreiben.","403",NA
"· Mehr Investitionen in Energieeffizienz.","411",NA
"Bis 2020 wollen wir die Energieproduktivität gegenüber 1990 verdoppeln.","411",NA
"Wir werden ein Klimaschutz-Investitions-Gesetz einführen, das klare und verlässliche Anreize im Steuerrecht für Investitionen in Energieeffizienz und Erneuerbare Energien schafft.","501",NA
"Die Einnahmen aus der Versteigerung der Emissionszertifikate werden wir für Klima- und Umweltschutzmaßnahmen nutzen.","501",NA
"Wir werden den Gebäudebestand im Falle ohnehin fälliger Sanierungsmaßnahmen in die Pflicht zur Nutzung Erneuerbarer Energien einbeziehen","501",NA
"und den Einsatz Erneuerbarer Energien gleichzeitig finanziell weiter fördern.","501",NA
"· Nationaler Aktionsplan Erneuerbare Energien.","501",NA
"Erneuerbare Energien sind einer der wichtigsten Leitmärkte.","411",NA
"Technologischer Vorsprung und Anwendung im eigenen Land sind zwei Seiten der gleichen Medaille.","411",NA
"Wir werden einen Nationalen Aktionsplan Erneuerbare Energien vorlegen, der zur Beschleunigung des Ausbaus Erneuerbarer Energien in der Stromversorgung, im Wärmebereich und im Transportsektor beitragen wird.","404",NA
"Den Vorrang Erneuerbarer Energien in diesen Bereichen wollen wir stärken.","501",NA
"Wir werden die Technologieführerschaft bei der Nutzung der Windenergie auch auf dem Meer nutzen.","411",NA
"Hierfür streben wir bis 2013 eine installierte Leistung von rd. 1.500 - 2.000 MW an.","410",NA
"Bei der Photovoltaik wollen wir bis Ende 2013 annähernd die Netzparität erreichen:","411",NA
"Strom aus einer neuen Anlage in Deutschland wird dann nur noch soviel Geld kosten wie Strom aus der Steckdose.","411",NA
"Bis 2010 werden lückenlose und umfassende Zertifizierungssysteme geschaffen, die den nachhaltigen Anbau von Pflanzen zur Erzeugung von Bioenergie sicherstellen.","501",NA
"· Internationale Verbreitung Erneuerbarer Energien.","501",NA
"Wir werden uns dafür einsetzen, dass die neu gegründete Agentur für Erneuerbare Energien (IRENA) schnell zu einem zentralen Akteur bei der weltweiten Verbreitung von Erneuerbaren Energien wird.","107",NA
"· Atomausstieg umsetzen, Sicherheit gewährleisten.","501",NA
"Die Nutzung der Atomenergie birgt zu große Risiken.","501",NA
"Nicht zuletzt ist die Frage der Endlagerung des Atommülls bis heute ungelöst.","501",NA
"Der im Atomgesetz geregelte Ausstieg wird durchgesetzt.","501",NA
"Wir steigen bis 2021 komplett aus der Atomenergie aus.","501",NA
"Bis zum Ausstieg gelten die höchstmöglichen Sicherheitsstandards in allen Anlagen mit der Pflicht zur ständigen Nachrüstung.","501",NA
"Eine Verlängerung der Laufzeiten würde dringend nötige Investitionen in neue Technologien verzögern.","411",NA
"· Lösung der Endlagerung.","501",NA
"Wir halten daran fest, dass zur Endlagerung hochradioaktiver Abfälle keine politische Vorentscheidung für den Standort Gorleben getroffen werden darf.","305",NA
"Vielmehr brauchen wir ein ergebnisoffenes und an internationalen Standards ausgerichtetes Auswahl- und Vergleichsverfahren, um den bestmöglichen Standort in Deutschland zu finden.","303",NA
"Dies wurde bisher von CDU, CSU und FDP verhindert.","305",NA
"· Beteiligung der Atomwirtschaft.","403",NA
"Die notwendige Sanierung der atomaren Endlagerstätten in den ehemaligen Salzbergwerken Asse II und Morsleben verursacht hohe Kosten, die nicht der Allgemeinheit zur Last fallen dürfen.","403",NA
"Wir werden die Voraussetzung für eine zusätzliche und angemessene Beteiligung der Energiekonzerne der Atomwirtschaft schaffen.","403",NA
"Im Fall des Endlagers Asse II schließt dies ausdrücklich die Möglichkeit einer vollständigen Rückholung des Atommülls und seine sichere Entsorgung ein.","501",NA
"· Effiziente Nutzung fossiler Energieträger.","501",NA
"Auf absehbare Zeit kann auf die Nutzung von Kohle und Gas nicht verzichtet werden.","408",NA
"Wir werden dafür sorgen, dass die deutschen und europäischen Klimaschutzziele erreicht werden","501",NA
"und zugleich die deutschen und europäischen Energieunternehmen langfristige Planungssicherheit erhalten.","408",NA
"Der Emissionshandel ist das zentrale Instrument, um neue Investitionen in hochmoderne, effiziente fossile Kraftwerke zu ermöglichen.","411",NA
"Das Genehmigungsrecht werden wir anpassen, um alte ineffiziente Kohle- und Gaskraftwerke durch neue, effizientere Kraftwerke zu ersetzen","501",NA
"und um eine dezentrale flexible Energieversorgung sicherzustellen.","408",NA
"Wir beabsichtigen, die Technologie zur Abscheidung von Kohlendioxyd in Deutschland weiterentwickeln - auch durch geförderte Demonstrationsprojekte der Europäischen Union.","411","108"
"Dabei soll die Wiederverwendung Vorrang vor der Endlagerung haben und die Unternehmen müssen auf der Grundlage der höchsten Umweltstandards die Langzeitsicherheit der Speicher gewährleisten.","501",NA
"Kraft-Wärme-Kopplung ist die effizienteste Form der Energieerzeugung.","501",NA
"Wir werden sie bis 2020 massiv auf mindestens 25 Prozent-Anteil an der gesamten Stromversorgung ausbauen.","501",NA
"Bei neuen Kraftwerken werden wir der umweltfreundlichen Kraft-Wärme-Kopplung Priorität einräumen.","501",NA
"Wir werden eine umfassende Beteiligung der Bürgerinnen und Bürger bei der Genehmigung sicherstellen.","202",NA
"· Zukunft der Steinkohle.","408",NA
"Der deutsche Steinkohlebergbau hat wesentlich beigetragen zum Aufbau des Landes und zum Wohlstand.","408",NA
"Er ist inzwischen reduziert auf einen niedrigen Sockel.","408",NA
"Der ist aber zukunftsfähig.","408",NA
"Wir wollen deshalb, dass die Revisionsklausel für den Deutschen Steinkohlebergbau schon rechtzeitig vor 2012 wirksam gemacht und so das faktische Auslaufen des Steinkohlebergbaus verhindert wird.","408",NA
"· Energieforschung der Zukunft.","411",NA
"Wir werden die Energieforschung ausweiten.","411",NA
"Im Rahmen des 6. Energieforschungsprogramms werden wir Schwerpunkte auf Energieeffizienz, Erneuerbare Energien und Speichertechnologien legen.","411",NA
"Verkehr und Mobilität","411",NA
"· Mobilität muss bezahlbar bleiben.","411",NA
"Mobilität ermöglicht persönliche Entfaltung und gesellschaftliche Teilhabe.","411",NA
"Sie ist Voraussetzung für die Teilnahme am Arbeitsleben, an Bildung und Kultur sowie am gesellschaftlichen Leben insgesamt.","411",NA
"Mobilität darf daher nicht zum Luxusgut werden.","411",NA
"Zugleich leistet auch Verkehrspolitik einen wichtigen Beitrag, wenn es darum geht, unsere Klimaschutzziele zu erreichen.","501",NA
"Grundlegendes Ziel unserer modernen Verkehrspolitik ist es, die gesellschaftlich und wirtschaftlich notwendige Mobilität umweltfreundlich und bezahlbar zu gestalten.","411",NA
"· Moderne Infrastruktur.","411",NA
"Mobilität ist zugleich ein Leitmarkt.","411",NA
"Ein gut ausgebautes Verkehrssystem ist wesentliche Voraussetzung für Wachstum und Beschäftigung.","410",NA
"Deutschland ist der wichtigste Logistikstandort in Europa.","411",NA
"Investitionen in unsere Infrastruktur sind deshalb Investitionen in unsere Zukunft.","411",NA
"Wir werden sie auch künftig auf hohem Niveau fortsetzen.","411",NA
"Wir legen einen besonderen Fokus auf den Ausbau umweltfreundlicher Verkehrsträger, insbesondere der Schiene.","411",NA
"Mit gezielten Investitionen werden wir die Engpässe im Straßenverkehr beseitigen.","411",NA
"Zugleich werden wir den Lärmschutz vorantreiben.","501",NA
"· Optimale Nutzung der vorhandenen Verkehrswege.","411",NA
"Wir investieren in moderne Verkehrslenkungstechnologien.","411",NA
"Bis 2015 sollen alle hoch belasteten Autobahnstrecken komplett mit modernen Verkehrssteuerungs- und Verkehrsmanagementsystemen ausrüsten, um vorhandene Kapazitäten auf unseren Autobahnen besser zu nutzen und Staus zu vermeiden.","411",NA
"Wir werden die Einführung des europaeinheitlichen Verkehrsleitsystems ETCS (,,European Train Control System'') beschleunigen, um die Bahn im grenzüberschreitenden Verkehr konkurrenzfähiger zu machen. ·","411","108"
"Neue Technologien fördern Weg vom Öl.","411",NA
"Um Mobilität dauerhaft zu sichern, brauchen wir einen technologischen Innovationssprung.","411",NA
"Das Auto wird auch in Zukunft eine zentrale Rolle spielen.","411",NA
"Zum einen muss die Effizienz bei der Nutzung fossiler Energieträger, z. B. durch Hybridtechnologien weiter erhöht werden.","411",NA
"Mit einem ,,Nationalen Entwicklungsplan Elektromobilität'' wollen wir die Markteinführung batterieelektrischer Antriebstechnologien vorantreiben.","411",NA
"Zugleich setzen wir unsere Anstrengungen zur Markteinführung der Wasserstoff- und Brennstoffzellentechnologie im Rahmen der Clean-Energy-Partnership fort.","411",NA
"Deutschland soll zum Vorreiter werden, wenn es darum geht, ,,Weg vom Öl'' zu kommen.","501",NA
"· Für eine starke und bürgerfreundliche Bahn.","411",NA
"Wir wollen mehr Verkehr von der Straße auf die Schiene verlagern.","411",NA
"Um die Attraktivität des Schienenverkehrs weiter zu erhöhen, setzen wir auf ein leistungsfähiges Schienennetz, attraktive, barrierefreie Bahnhöfe, eine gute Vertaktung der unterschiedlichen Angebote und ein kundengerechtes, leicht verständliches Tarifsystem.","411",NA
"Die Bahn muss stark, wettbewerbsfähig und kundenfreundlich sein.","411",NA
"Eine Zerschlagung der Deutschen Bahn AG lehnen wir ab.","408",NA
"Die Bahn soll auch künftig als integrierter Konzern bestehen bleiben.","408",NA
"Wir werden die ausreichende finanzielle Ausstattung der Bahn in der kommenden Legislaturperiode gewährleisten.","411",NA
"Deshalb findet eine Kapitalprivatisierung nicht statt, auch nicht teilweise.","413",NA
"· Sichere und umweltfreundliche Mobilität.","501",NA
"Wir wollen den Stadtverkehr durch die Einführung neuer Technologien und den Ausbau des ÖPNV sicherer, umweltfreundlicher und sozialer gestalten.","411",NA
"Öffentlichen Personennahverkehr, Radverkehr und Fußgänger werden wir in unseren Kommunen gleichberechtigt behandeln und so Mobilität für alle sicherer machen.","411",NA
"· Faire Entfernungspauschale.","503",NA
"Wir wollen eine stärkere Berücksichtigung sozialer und umweltpolitischer Aspekte bei der Entfernungspauschale mit dem Ziel umsetzen, dass alle Pendler gleich behandelt werden und unabhängig vom Einkommen pro Kilometer die gleiche Rückerstattung erhalten.","501",NA
"3. Gute Arbeit sichern",NA,NA
"Arbeit ist die Grundlage unseres Wohlstandes.","408",NA
"Wir sind die Partei der Arbeit.","305",NA
"Wir haben Grundsätze, die der zentralen Bedeutung der Arbeit entsprechen:","408",NA
"· Wer sich anstrengt, muss etwas davon haben.","401",NA
"Leistung muss sich lohnen diese Forderung ist für alle Arbeitnehmerinnen und Arbeitnehmer richtig.","401",NA
"· Wer sich Mühe gibt, muss damit sein Leben verbessern können und darf nicht auf unüberwindbare Hürden stoßen.","401",NA
"Das Aufstiegsversprechen unserer Gesellschaft gilt.","401",NA
"· Niemand darf am Wegesrand zurückbleiben.","503",NA
"Wir stehen solidarisch füreinander ein und helfen denen, die nicht alleine mit Arbeit ihr Leben bestreiten können.","503",NA
"Wir Sozialdemokratinnen und Sozialdemokraten wollen, dass alle Menschen Arbeit haben.","408",NA
"Darum haben wir die Arbeitsvermittlung verbessert.","303",NA
"Aber auch eine gute Arbeitsvermittlung braucht eine wachsende Wirtschaft und Nachfrage nach Arbeit.","410",NA
"Wir wollen dazu beitragen, dass mehr Arbeitsplätze zur Verfügung stehen.","408",NA
"Für den Arbeitsmarkt des neuen Jahrzehnts gibt es zwei Szenarien: Entweder wir haben ausreichend Fachkräfte und geringe Arbeitslosigkeit.","408",NA
"Oder aber wir klagen über Fachkräftemangel und zugleich auch über hohe Arbeitslosenzahlen.","408",NA
"Die Entwicklung ist von uns gestaltbar.","408",NA
"Wir wollen eine abgeschlossene Berufsausbildung oder Abitur für jede und jeden.","411",NA
"Unser Ziel bleibt Vollbeschäftigung.","408",NA
"Unser Ziel ist Gute Arbeit.","701",NA
"Sie muss fair bezahlt sein,","701",NA
"darf nicht krank machen,","701",NA
"muss Möglichkeiten zur Weiterbildung eröffnen","411",NA
"und familienfreundlich gestaltet sein.","603",NA
"Was wir wollen: Verteidigung und Stärkung der Arbeitnehmerrechte",NA,NA
"· Erhalt von Arbeitnehmerrechten.","701",NA
"Arbeitnehmerinnen und Arbeitnehmer haben soziale Rechte.","701",NA
"Das ist grundlegend für eine soziale Marktwirtschaft.","403",NA
"Der Schutz vor Kündigung","701",NA
"und das Recht auf die Wahl von Betriebsräten sind für die SPD unverzichtbare Rechte von Arbeitnehmerinnen und Arbeitnehmern.","202",NA
"Wir beschützen diese Rechte.","701",NA
"Wir brauchen starke Gewerkschaften.","701",NA
"· Leiharbeit: Wir werden Leiharbeitsverhältnisse rechtlich besser absichern.","701",NA
"Neben einer Lohnuntergrenze gehört dazu auch die Stärkung des Prinzips ,,Gleicher Lohn für gleiche Arbeit''.","701",NA
"Nach einer angemessenen Einarbeitungszeit im gleichen Unternehmen soll der Grundsatz ,,equal pay'' uneingeschränkt gelten.","701",NA
"Die konzerninterne Verleihung wollen wir begrenzen.","701",NA
"· Praktika dürfen nicht zur Sackgasse werden.","701",NA
"Deshalb wollen wir eine rechtlich bessere Absicherung von Praktikantinnen und Praktikanten gegen die Ausnutzung als billige oder gar kostenlose Arbeitskräfte.","701",NA
"· Arbeitnehmerdatenschutz.","201",NA
"Zahlreiche Übergriffe der letzten Jahre haben deutlich gemacht, dass wir ein eigenes Arbeitnehmerdatenschutzgesetz benötigen, das die Rechte der Beschäftigten sichert.","701",NA
"Ein solches Vorhaben dient dazu, bislang verstreute Vorschriften zu bündeln und zu ergänzen, wo durch neue Technologien Bedarf besteht.","303",NA
"· Informantenschutz.","201",NA
"Beschäftigte sind häufig die einzigen, die Rechtsverletzungen im Betrieb wahrnehmen, aus denen unter Umständen sogar Gefahren für Dritte hervorgehen.","701",NA
"Daher wollen wir, dass Beschäftigte vor Sanktionen des Arbeitgebers geschützt sind, wenn sie auf Missstände hinweisen.","701",NA
"· Arbeitsvertragsgesetzbuch.","303",NA
"Wir halten ein Arbeitsvertragsgesetzbuch für begrüßenswert, wenn es im Konsens von den Sozialpartnern erarbeitet wird","405",NA
"und vollständig und verständlich die bestehenden Regelungen ohne einen Abbau von Arbeitnehmerrechten bündelt.","701",NA
"· Schutz der Arbeitnehmer bei Insolvenzen.","701",NA
"Die Wirtschaftskrise wird auch im Jahr 2010 noch zu einem Anstieg der Unternehmensinsolvenzen führen.","408",NA
"Wir müssen deshalb die Arbeitnehmerinnen und Arbeitnehmer im Insolvenzverfahren so gut wie möglich schützen.","701",NA
"Durch Gesetz muss klargestellt werden, dass in der Insolvenz der Lohn für bereits geleistete Arbeit nicht missbräuchlich entzogen werden darf.","701",NA
"Gerechte Löhne und Einkommen","701",NA
"· Tarifautonomie und Tariftreue sichern.","701",NA
"Wir werden die Tarifautonomie in Deutschland und Europa verteidigen.","701",NA
"Sie ist eine Grundlage für Gute Arbeit.","701",NA
"Wir wollen, dass Tariftreue bei der Vergabe öffentlicher Aufträge zu einem zentralen Kriterium wird.","701",NA
"Und wir unterstützen Initiativen gegen Sozialdumping im europäischen und internationalen Raum.","701","108"
"Gute Arbeit darf nicht durch einen sich globalisierenden Arbeitsmarkt gefährdet werden.","701",NA
"· Mindestlöhne.","701",NA
"Wir haben in der Großen Koalition gegen den Widerwillen der Union eine Ausweitung des Arbeitnehmer-Entsendegesetzes und die Neufassung des Mindestarbeitsbedingungengesetzes durchgesetzt, um mehr Branchen gegen Dumpinglöhne abzusichern.","701",NA
"Diesen Weg gehen wir konsequent weiter.","701",NA
"Wir werden in möglichst vielen Branchen allgemeinverbindliche tarifliche Mindestlöhne ermöglichen.","701",NA
"Und wir werden überall dort Mindestarbeitsbedingungen vorantreiben, wo die Sozialpartner dazu aus eigener Kraft nicht mehr in der Lage sind.","701",NA
"Unser Ziel ist ein allgemeiner gesetzlicher Mindestlohn, der eine unterste Grenze markiert, unter die Löhne nicht fallen dürfen.","701",NA
"Eine Mindestlohn-Kommission soll ihn festsetzen.","701",NA
"Wir gehen davon aus, dass ein Mindestlohn von 7,50 Euro zurzeit eine sinnvolle Orientierungsmarke ist.","701",NA
"· Bonus für Arbeit.","701",NA
"Wir wollen eine grundlegende Neuordnung des unteren Einkommensbereichs angehen.","701",NA
"Dabei wird ein gesetzlicher Mindestlohn die zentrale Rolle übernehmen.","701",NA
"Steuern und Sozialabgaben werden mit anderen staatlichen Transferleistungen so aufeinander abgestimmt, dass existenzsichernde, sozialversicherungspflichtige Vollzeitarbeit gestärkt wird.","503",NA
"Wir wollen Zuschüsse zum Einkommen so gestalten, dass niemand, weil er oder sie Kinder hat, in die Grundsicherung für Arbeitsuchende abrutscht.","503",NA
"Zu diesem Zweck wollen wir den Kinderzuschlag in Verbindung mit dem Wohngeld weiterentwickeln, um erwerbstätige Eltern zu fördern.","603",NA
"Wir wollen ein Wahlrecht zwischen Kinderzuschlag und Wohngeld auf der einen und Grundsicherung auf der anderen Seite schaffen.","503",NA
"· Sozialversicherungspflichtige Beschäftigung stärken.","701",NA
"Die Ausweitung unsicherer Beschäftigungsverhältnisse wollen wir eindämmen.","701",NA
"Gute Arbeit bedeutet, dass sozialversicherungspflichtige Beschäftigung die Regel ist.","701",NA
"Bei den so genannten Minijobs wollen wir die Begrenzung auf 15 Wochenstunden wieder einführen.","701",NA
"Gleiche Chancen gleicher Lohn für gleichwertige Arbeit",NA,NA
"· Gleiche Löhne.","503",NA
"Gerechte Löhne sind leider auch immer noch eine Frage des Geschlechts.","503",NA
"Wir werden dafür sorgen, dass sich die Lohnlücke zwischen Männern und Frauen schließt.","503",NA
"Der Mindestlohn hilft dabei, weil viele Frauen immer noch in strukturell gering bezahlten Bereichen arbeiten.","503",NA
"Wir wollen darüber hinaus eine Stelle einrichten, die Lohnmessungen bei Unternehmen veranlassen kann.","503",NA
"Gleichzeitig sollen Betriebsräte das Recht erhalten, vom Arbeitgeber eine statistische Diagnose darüber zu verlangen, ob die Löhne im Unternehmen gerecht sind.","701",NA
"Zusätzlich wollen wir im Allgemeinen Gleichbehandlungsgesetz die Möglichkeit der Zusammenarbeit des Betriebsrats mit dieser Stelle verankern.","503",NA
"Damit werden die bereits heute bestehenden individuellen Rechte der betroffenen Frauen bei einem Verstoß gegen das Benachteiligungsverbot effektiv erweitert.","706",NA
"Außerdem sollen bei der Vergabe öffentlicher Aufträge nur Betriebe zum Zuge kommen, die Frauen und Männer in der Entlohnung gleich behandeln.","503",NA
"· Mehr Frauen in Führungs- und Aufsichtsfunktionen.","706",NA
"Wir werden mit verbindlichen Regelungen dafür sorgen, dass Frauen und Männer gleiche Aufstiegschancen in den Unternehmen haben","503",NA
"und der Frauenanteil in den Führungspositionen deutlich erhöht wird.","706",NA
"Ausländischen Beispielen folgend wollen wir in den Aufsichtsgremien von Unternehmen eine Frauenquote von 40 Prozent einführen.","706",NA
"· Beratung bei der Berufs- und Studienfachwahl.","706",NA
"Wir wollen die geschlechtsspezifische Berufs- und Studienfachwahl aufbrechen.","706",NA
"Hierzu ist eine enge Zusammenarbeit zwischen Schule, Berufs- und Studienberatung sowie Elternhaus erforderlich.","706",NA
"· Teilzeitbeschäftigung heraus aus der Sackgasse.","701",NA
"Mit dem Teilzeit- und Befristungsgesetz haben wir einen Rechtsanspruch auf Teilzeitbeschäftigung","701",NA
"und die Teilnahmemöglichkeiten an beruflicher Qualifizierung durchgesetzt.","411",NA
"Trotzdem sind oftmals die Qualifizierungs- und Karrierechancen von Teilzeitbeschäftigten noch unzureichend und die Bezahlung nicht Existenz sichernd.","701",NA
"Besonders betroffen sind Frauen.","706",NA
"Wir werden Maßnahmen ergreifen, die die rechtlichen Bedingungen einer (Wieder-) Aufnahme von Vollzeitbeschäftigung verbessern","701",NA
"und mehr Teilnahmemöglichkeiten an beruflicher Qualifizierung bieten.","411",NA
"Ausbildung und Chance auf berufliches Fortkommen",NA,NA
"· Recht auf Nachholen eines Schulabschlusses für alle.","506",NA
"Wir werden nicht hinnehmen, dass bis zu 80.000 Schülerinnen und Schüler pro Jahr die Schule ohne einen Abschluss verlassen.","506",NA
"Jede und jeder erhält eine zweite oder dritte Chance.","506",NA
"Deshalb wollen wir das Recht, den Schulabschluss jederzeit gefördert nachholen zu können.","506",NA
"Wir werden dafür sorgen, dass Schülerinnen und Schüler mit rechtzeitiger Berufsorientierung und Berufseinstiegsbegleitung schon in der Schule auf die Ausbildung vorbereitet werden.","506",NA
"· Starkes duales System.","411",NA
"Wir werden das duale System stärken und die Ausbildungsberufe modernisieren.","411",NA
"Wir wollen mehr Ausbildungsangebote, die eine betriebliche Ausbildung mit einem akademischen Studium verbinden.","411",NA
"· Eine Berufsausbildung für alle.","411",NA
"Die Berufsausbildung ist nach wie vor die wichtigste Grundlage für den Berufseinstieg.","411",NA
"Selbst wenn wir es erreichen, 40 Prozent eines Jahrgangs an die Hochschulen zu bringen, suchen 60 Prozent eine klassische Berufsausbildung.","411",NA
